"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"3/01/2019","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7963371330","703.00","credit","Transfer","checking_bills","",""
"3/01/2019","Payment","PAYMENT","1608.19","credit","Loan Payment","MORTGAGE","",""
"2/28/2019","Kranze Technolog Quickbooks","KRANZE TECHNOLOG QUICKBOOKSPPD ID: 1722616653","3661.90","credit","Paycheck","checking_spending","",""
"2/28/2019","Macy's","MACYS   .COM","54.11","debit","Clothing","credit_spending","",""
"2/28/2019","Thorntons Inc","THORNTONS #0316","23.35","debit","Gas & Fuel","credit_spending","",""
"2/28/2019","Macy's","MACYS   .COM","48.71","debit","Clothing","credit_spending","",""
"2/28/2019","University of Chicago","UNIVERSITY OF CHICAGO","8.00","debit","Tuition","credit_spending","",""
"2/28/2019","Macy's","MACYS   .COM","38.33","debit","Clothing","credit_spending","",""
"2/28/2019","Jewel","JEWEL-OSCO","63.66","debit","Groceries","credit_spending","",""
"2/28/2019","Northshore University Health","NORTHSHORE UNIVERSITY HEA","4.00","debit","Tuition","credit_spending","",""
"2/28/2019","Macy's","MACYS   .COM","54.11","debit","Clothing","credit_spending","",""
"2/28/2019","Amazon","AMZN Mktp US*MI0JF7QG0","3.18","debit","Shopping","credit_spending","",""
"2/28/2019","Naf Naf Grill","NAF NAF GRILL 009","26.97","debit","Restaurants","credit_spending","",""
"2/28/2019","Macy's","MACYS   .COM","38.32","debit","Clothing","credit_spending","",""
"2/28/2019","Thorntons Inc","THORNTONS #0316","19.09","debit","Gas & Fuel","credit_spending","",""
"2/28/2019","Hautlk Rack","HAUTLK RACK8885478438","303.05","credit","S: Clothing","credit_spending","",""
"2/28/2019","Nicor Gas","NICOR GAS BILL","148.51","debit","Utilities","credit_bills","",""
"2/27/2019","Macy's","MACYS   .COM","113.79","debit","Clothing","credit_spending","",""
"2/27/2019","Amazon","AMZN Mktp US","30.99","credit","Shopping","credit_spending","",""
"2/27/2019","Wal-Mart","WALMART.COM","58.72","debit","Shopping","credit_spending","",""
"2/27/2019","Migrate Restaurant","MIGRATE RESTAURANT","85.14","debit","Restaurants","credit_spending","",""
"2/26/2019","Check","CHECK 1360","90.00","debit","Check","checking_spending","",""
"2/26/2019","Tpg Rewards","TPG REWARDS INC","20.00","debit","Fast Food","credit_spending","",""
"2/26/2019","McDonald's","MCDONALD'S M7237 OF IL","19.99","debit","Fast Food","credit_spending","",""
"2/26/2019","Trader Joe's","TRADER JOE'S #699  QPS","88.93","debit","Groceries","credit_spending","",""
"2/26/2019","Target","TARGET        00018010","158.83","debit","S: Misc","credit_spending","",""
"2/26/2019","KFC","KFC C119014","10.28","debit","Fast Food","credit_spending","",""
"2/25/2019","Check","CHECK 1359","157.20","debit","Check","checking_spending","",""
"2/25/2019","Jewel","JEWEL-OSCO","106.76","debit","Groceries","credit_spending","",""
"2/25/2019","United","UNITED      0167253544889","218.30","debit","Air Travel","credit_spending","",""
"2/25/2019","Baskin Robbins","BASKIN #361229 Q35","13.55","debit","Fast Food","credit_spending","",""
"2/25/2019","Panera Bread","PANERA BREAD #203291","37.32","debit","Fast Food","credit_spending","",""
"2/25/2019","United","UNITED      0167253544888","218.30","debit","Air Travel","credit_spending","",""
"2/25/2019","American Airlines","AMERICAN AIR0017284067622","218.30","debit","Air Travel","credit_spending","",""
"2/25/2019","Rosatis Pizza","ROSATIS PIZZA - CARPEN","110.91","debit","Fast Food","credit_spending","",""
"2/25/2019","AMC","6501 AMC LAKE IN HILLS","16.62","debit","Movies & DVDs","credit_spending","",""
"2/25/2019","Amazon","AMZN Mktp US*MI7TC7062","26.99","debit","Shopping","credit_spending","",""
"2/25/2019","American Airlines","AMERICAN AIR0017284067621","218.30","debit","Air Travel","credit_spending","",""
"2/24/2019","The Algonquin Sub Shop","THE ALGONQUIN SUB SHOP","33.67","debit","Fast Food","credit_spending","",""
"2/24/2019","Jewel","JEWEL-OSCO","7.05","debit","Groceries","credit_spending","",""
"2/24/2019","Naf Naf Grill","NAF NAF GRILL 013","11.91","debit","Restaurants","credit_spending","",""
"2/24/2019","Levi's","LEVI'S #803","309.75","debit","Clothing","credit_spending","",""
"2/24/2019","Expedia","EXPEDIA 7414670469204","8.47","debit","Travel","credit_spending","",""
"2/24/2019","Target","TARGET        00011668","203.27","debit","S: Misc","credit_spending","",""
"2/24/2019","Fandango","FANDANGO","29.00","debit","Movies & DVDs","credit_spending","",""
"2/22/2019","Transfer to checking_savings","Online Transfer to  SAV ...6356transaction#: 7942172302","231.00","debit","Transfer","checking_spending","",""
"2/22/2019","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 7942172305 02/22","703.00","debit","Transfer","checking_spending","",""
"2/22/2019","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7942172302","231.00","credit","Transfer","checking_savings","",""
"2/22/2019","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7942172305","703.00","credit","Transfer","checking_bills","",""
"2/22/2019","Amazon","AMZN Mktp US*MI0WY3VU0","63.98","debit","Shopping","credit_spending","",""
"2/22/2019","Renovo Endodontic Studio","RENOVO ENDODONTIC STUDIO","450.00","debit","Dentist","credit_spending","",""
"2/22/2019","Party City","PARTY CITY 5318","21.54","debit","Entertainment","credit_spending","",""
"2/22/2019","Amazon","AMZN Mktp US*MI5YM6TX2","40.38","debit","Shopping","credit_spending","",""
"2/22/2019","Thorntons Inc","THORNTONS #0316","20.62","debit","Gas & Fuel","credit_spending","",""
"2/22/2019","Playstation Network","SIE*PLAYSTATIONNETWORK","44.99","debit","Entertainment","credit_spending","",""
"2/22/2019","Dario's","Dario's","41.74","debit","Food & Dining","credit_spending","",""
"2/21/2019","Buffalo Wild Wings","BUFFALO WILD WINGS","8.12","debit","Restaurants","credit_spending","",""
"2/21/2019","Home Depot","THE HOME DEPOT 1913","33.42","debit","Home Improvement","credit_spending","",""
"2/21/2019","Audible.com","Audible US","1.36","debit","Books","credit_spending","",""
"2/21/2019","Bull Dog Ale House","BULL DOG ALE HOUSE - MCHE","105.22","debit","Food & Dining","credit_spending","",""
"2/21/2019","Target","TARGET        00018010","130.67","debit","S: Misc","credit_spending","",""
"2/20/2019","Target","SP * TODDLER TARGET","29.88","debit","Shopping","credit_spending","",""
"2/20/2019","Thorntons Inc","THORNTONS #0119","19.36","debit","Gas & Fuel","credit_spending","",""
"2/19/2019","Quickpay With Zelle","QuickPay with Zelle payment to CLUTTER FREE BY CHRISSY 7954399568","16.00","debit","Credit Card Payment","checking_spending","",""
"2/19/2019","Target","TARGET.COM  *","0.42","debit","S: Misc","credit_spending","",""
"2/19/2019","Crystal","COLOR ME MINE - CRYSTAL L","37.40","debit","Travel","credit_spending","",""
"2/19/2019","ULTA","ULTA #1488","22.09","debit","Personal Care","credit_spending","",""
"2/19/2019","Target","TARGET.COM  *","16.14","debit","S: Misc","credit_spending","",""
"2/19/2019","Commonwealth Ed Online","COMMONWEALTH ED  ONLINE PMT CKF323729887POS WEB ID: 1061291316","80.10","debit","Credit Card Payment","checking_bills","",""
"2/18/2019","El Molino Restaurant","EL MOLINO RESTAURANT","68.75","debit","Restaurants","credit_spending","",""
"2/18/2019","Target","TARGET        00011668","21.25","credit","Shopping","credit_spending","",""
"2/18/2019","Jewel","JEWEL-OSCO","143.28","debit","Groceries","credit_spending","",""
"2/18/2019","Amazon","AMZN Mktp US*MI7AD21M0","28.99","debit","Shopping","credit_spending","",""
"2/18/2019","Panera Bread","PANERA BREAD #203286","36.04","debit","Fast Food","credit_spending","",""
"2/18/2019","Benedict La Strata","BENEDICT'S LA STRATA","21.29","debit","Restaurants","credit_spending","",""
"2/18/2019","Crystal","FRESH THYME #109 CRYSTAL","3.79","debit","Travel","credit_spending","",""
"2/18/2019","Regal Cinemas","REGAL CINEMAS SHOWPLACE","7.42","debit","Movies & DVDs","credit_spending","",""
"2/18/2019","Target","TARGET        00011668","61.71","debit","S: Misc","credit_spending","",""
"2/17/2019","Burgerfi","BURGERFI-GLENVIEW","14.50","debit","Fast Food","credit_spending","",""
"2/17/2019","Papa John's","PAPA JOHN'S #3303","50.95","debit","Fast Food","credit_spending","",""
"2/17/2019","Walgreens","WALGREENS #5284","5.34","debit","Pharmacy","credit_spending","",""
"2/17/2019","Amazon","AMZN Mktp US*MI89N7PU1","12.34","debit","Shopping","credit_spending","",""
"2/17/2019","Amazon","Amazon.com*MI5EC9101","9.02","debit","Shopping","credit_spending","",""
"2/17/2019","Chick-Fil-A","CHICK-FIL-A #02845","8.70","debit","Fast Food","credit_spending","",""
"2/15/2019","Kranze Technolog Quickbooks","KRANZE TECHNOLOG QUICKBOOKSPPD ID: 1722616653","3709.57","credit","Paycheck","checking_spending","",""
"2/15/2019","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 7921429917 02/15","703.00","debit","Transfer","checking_spending","",""
"2/15/2019","Transfer to checking_savings","Online Transfer to  SAV ...6356transaction#: 7921429910","231.00","debit","Transfer","checking_spending","",""
"2/15/2019","Interest","INTEREST PAYMENT","0.05","credit","Interest Income","checking_spending","",""
"2/15/2019","Interest","INTEREST PAYMENT","0.04","credit","Interest Income","checking_savings","",""
"2/15/2019","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7921429910","231.00","credit","Transfer","checking_savings","",""
"2/15/2019","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7921429917","703.00","credit","Transfer","checking_bills","",""
"2/15/2019","Interest","INTEREST PAYMENT","0.03","credit","Interest Income","checking_bills","",""
"2/15/2019","Modern Age Comics","MODERN AGE COMICS","13.00","debit","Books","credit_spending","",""
"2/15/2019","Thorntons Inc","THORNTONS #0316","4.00","debit","Gas & Fuel","credit_spending","",""
"2/15/2019","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","33.48","debit","S: Comic Books","credit_spending","",""
"2/15/2019","Marianos","MARIANOS 505","29.15","debit","Gift","credit_spending","",""
"2/15/2019","Buona","BUONA ALGONQUIN #20","5.39","debit","Fast Food","credit_spending","",""
"2/15/2019","Buona","BUONA ALGONQUIN #20","27.89","debit","Fast Food","credit_spending","",""
"2/15/2019","Thorntons Inc","THORNTONS #0316","21.57","debit","Gas & Fuel","credit_spending","",""
"2/15/2019","Mtg Ins Payment","MTG INS PMT","80.85","credit","Loan Payment","MORTGAGE","",""
"2/14/2019","Target","TARGET        00011668","38.37","debit","S: Misc","credit_spending","",""
"2/14/2019","Te Ilsecofstatesfee","4TE*ILSecofStateSFee","2.68","debit","Auto & Transport","credit_spending","",""
"2/14/2019","Te Sosinternet Vehicle","4TE*SOSINTERNET VEHICLE","114.00","debit","Auto & Transport","credit_spending","",""
"2/14/2019","Jd's Q & Brew","JD'S Q & BREW","13.99","debit","Restaurants","credit_spending","",""
"2/14/2019","Village of Algonquin","VILLAGE OF ALGON W/S BILLPPD ID: 36-6005766","88.45","debit","Fees & Charges","checking_bills","",""
"2/13/2019","Man Crates","MAN CRATES STORE","10.60","credit","Credit Card Payment","credit_spending","",""
"2/13/2019","Formally Modern Tuxedo","FORMALLY MODERN TUXEDO","149.29","debit","Clothing","credit_spending","",""
"2/13/2019","Exxon","EXXONMOBIL    96271911","23.05","debit","Gas & Fuel","credit_spending","",""
"2/13/2019","Levi's","LEVI'S #803","50.46","debit","Clothing","credit_spending","",""
"2/13/2019","Orkin LLC","ORKIN  LLC 002","90.10","debit","Home Services","credit_bills","",""
"2/13/2019","AT&T","AT&T*BILL PAYMENT","189.86","debit","Home Phone","credit_bills","",""
"2/12/2019","Check","CHECK 1358","30.00","debit","Check","checking_spending","",""
"2/12/2019","Red Robin","RED ROBIN NO 343","38.92","debit","Restaurants","credit_spending","",""
"2/12/2019","American","SP * AMERICAN TALL","25.95","debit","Business Services","credit_spending","",""
"2/12/2019","Crystal","COLOR ME MINE - CRYSTAL L","32.33","debit","Travel","credit_spending","",""
"2/12/2019","Village Squire","VILLAGE SQUIRE","20.72","debit","Restaurants","credit_spending","",""
"2/12/2019","Hulu","HLU*Hulu 152535975154-U","11.99","debit","Movies & DVDs","credit_bills","",""
"2/12/2019","Check","CHECK 872","195.00","debit","Check","checking_bills","",""
"2/11/2019","Target","TARGET.COM  *","55.62","debit","S: Misc","credit_spending","",""
"2/11/2019","Target","TARGET.COM  *","1.18","debit","S: Misc","credit_spending","",""
"2/11/2019","Amazon Music","Amazon MP3*MI4M73NS0","9.49","debit","Music","credit_spending","",""
"2/11/2019","At Home Stores LLC","AT HOME STORE 230","10.78","debit","Furnishings","credit_spending","",""
"2/10/2019","Amazon Music","Amazon MP3*MI80J24G0","9.49","debit","Music","credit_spending","",""
"2/10/2019","Trader Joe's","TRADER JOE'S #699  QPS","92.86","debit","Groceries","credit_spending","",""
"2/10/2019","Jewel","JEWEL-OSCO","17.88","debit","Groceries","credit_spending","",""
"2/10/2019","Target","TARGET        00018010","224.28","debit","S: Misc","credit_spending","",""
"2/10/2019","Target","TARGET        00011767","44.24","debit","S: Misc","credit_spending","",""
"2/10/2019","Amazon","AMZN Mktp US*MI1PL14Y0","16.99","debit","Shopping","credit_spending","",""
"2/10/2019","Netflix","Netflix.com","10.99","debit","Movies & DVDs","credit_bills","",""
"2/08/2019","Transfer to checking_savings","Online Transfer to  SAV ...6356transaction#: 7897132048","231.00","debit","Transfer","checking_spending","",""
"2/08/2019","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 7897132047 02/08","703.00","debit","Transfer","checking_spending","",""
"2/08/2019","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7897132048","231.00","credit","Transfer","checking_savings","",""
"2/08/2019","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7897132047","703.00","credit","Transfer","checking_bills","",""
"2/08/2019","Hautlk Rack","HAUTLK RACK8885478438","303.05","debit","Clothing","credit_spending","",""
"2/08/2019","Chicago Hot Breads Inc","CHICAGO HOT BREAD INC","52.38","debit","Food & Dining","credit_spending","",""
"2/08/2019","Thorntons Inc","THORNTONS #0316","20.82","debit","Gas & Fuel","credit_spending","",""
"2/08/2019","Panera Bread","PANERA BREAD #203291","21.29","debit","Fast Food","credit_spending","",""
"2/08/2019","Thorntons Inc","THORNTONS #0316","21.09","debit","Gas & Fuel","credit_spending","",""
"2/08/2019","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","58.37","debit","S: Comic Books","credit_spending","",""
"2/08/2019","Wendy's","WENDY'S 7002","14.22","debit","Fast Food","credit_spending","",""
"2/07/2019","Hotel St Pierre","HOTEL ST PIERRE","218.73","debit","Hotel","credit_spending","",""
"2/07/2019","Intl","Int'l Rescue Committee","68.00","debit","Financial","credit_spending","",""
"2/07/2019","Check","CHECK 871","120.00","debit","Check","checking_bills","",""
"2/06/2019","iTunes","APL*ITUNES.COM/BILL","2.99","debit","Music","credit_spending","",""
"2/06/2019","Naf Naf Grill","NAF NAF GRILL 005","14.69","debit","Restaurants","credit_spending","",""
"2/06/2019","Amazon","Amazon.com*MI0553F91","29.73","debit","Shopping","credit_spending","",""
"2/06/2019","Amazon","Amazon.com*MI8SM9CQ0","30.89","debit","Shopping","credit_spending","",""
"2/06/2019","Bonefish","BONEFISH 7402","35.11","debit","Restaurants","credit_spending","",""
"2/06/2019","Amazon","AMZN Mktp US*MI77D7OL1","8.99","debit","Shopping","credit_spending","",""
"2/05/2019","Battle House Laser","BATTLE HOUSE LASER COM","2.50","debit","Amusement","credit_spending","",""
"2/05/2019","Old Navy","OLD NAVY ON-LINE","14.87","credit","Clothing","credit_spending","",""
"2/05/2019","Old Navy","OLD NAVY ON-LINE","68.80","credit","Clothing","credit_spending","",""
"2/05/2019","The Onion Pub and Brewery Inc","TST* THE ONION PUB AND BR","45.45","debit","Alcohol & Bars","credit_spending","",""
"2/05/2019","Comcast","COMCAST CHICAGO","79.95","debit","Television","credit_bills","",""
"2/05/2019","Wf Home Mtg","WF HOME MTG      AUTO PAY   0471893636      WEB ID: 1562287461","1608.19","debit","Mortgage & Rent","checking_bills","",""
"2/04/2019","Chase Ending In","Payment to Chase card ending in0545 02/04","3977.99","debit","Credit Card Payment","checking_spending","",""
"2/04/2019","Red Robin","RED ROBIN NO 343","43.99","debit","Restaurants","credit_spending","",""
"2/04/2019","Chase Ending In","Payment to Chase card ending in5444 02/04","482.41","debit","Credit Card Payment","checking_bills","",""
"2/03/2019","Icp Stretch N","ICP*Stretch-n-Grow of McH","22.50","debit","Kids Activities","credit_spending","",""
"2/03/2019","Thank You Mobile","Payment Thank You-Mobile","3977.99","credit","Credit Card Payment","credit_spending","",""
"2/03/2019","Target","TARGET        00018010","285.87","debit","S: Misc","credit_spending","",""
"2/03/2019","Panera Bread","PANERA BREAD #203291","48.47","debit","Fast Food","credit_spending","",""
"2/03/2019","Amazon","AMZN Mktp US*MB2ZX0W20","13.80","debit","Shopping","credit_spending","",""
